section name,section type,size
.text.ql_ble_get_gatt_latest_service,text,104
.text.ql_ble_get_gatt_service_by_serverid,text,116
.text.ql_ble_gatt_add_service,text,320
.text.ql_ble_get_gatt_latest_chara,text,128
.text.ql_ble_get_gatt_chara_by_uuid,text,188
.text.ql_ble_check_gatt_chara_by_charaid,text,132
.text.quec_ble_gatt_get_chara,text,204
.text.ql_ble_gatt_add_chara,text,464
.text.ql_ble_gatt_add_chara_value,text,208
.text.ql_ble_gatt_change_chara_value,text,156
.text.ql_ble_get_gatt_latest_desc,text,104
.text.ql_ble_gatt_add_chara_desc,text,536
.text.ql_gatt_get_chara_desc_num,text,48
.text.ql_gatt_get_chara_num,text,136
.text.ql_ble_gatt_get_att_num,text,164
.text.ql_gatt_packet_chara_desc,text,336
.text.ql_gatt_packet_chara,text,408
.text.ql_gatt_packet_service,text,204
.text.ql_ble_gatt_clear_service_all,text,228
.text.ql_ble_gatt_server_release,text,36
.text.ql_ble_gatt_packet_service_chara_value_desc,text,324
.text.ql_ble_gatt_add_or_clear_service_complete,text,272
.rodata.ql_ble_check_gatt_servie_by_serverid.str1.1,rodata,11
.rodata.ql_ble_clean_service.str1.1,rodata,28
.rodata.ql_ble_gatt_add_chara.str1.1,rodata,151
.rodata.ql_ble_gatt_add_chara_desc.str1.1,rodata,135
.rodata.ql_ble_gatt_add_chara_value.str1.1,rodata,40
.rodata.ql_ble_gatt_add_or_clear_service_complete.str1.1,rodata,38
.rodata.ql_ble_gatt_add_service.str1.1,rodata,106
.rodata.ql_ble_gatt_adv_failed_cb.str1.1,rodata,15
.rodata.ql_ble_gatt_adv_sucess_cb.str1.1,rodata,17
.rodata.ql_ble_gatt_cb.str1.1,rodata,116
.rodata.ql_ble_gatt_change_chara_value.str1.1,rodata,15
.rodata.ql_ble_gatt_connection_cb.str1.1,rodata,30
.rodata.ql_ble_gatt_del_service.str1.1,rodata,46
.rodata.ql_ble_gatt_get_att_num.str1.1,rodata,38
.rodata.ql_ble_gatt_init_server_data.str1.1,rodata,5
.rodata.ql_ble_gatt_notification_send_cb.str1.1,rodata,16
.rodata.ql_ble_gatt_packet_service_chara_value_desc.str1.1,rodata,85
.rodata.ql_ble_gatt_packets_complete_cb.str1.1,rodata,22
.rodata.ql_ble_gatt_read_cb.str1.1,rodata,29
.rodata.ql_ble_gatt_read_write_list_cb.str1.1,rodata,22
.rodata.ql_ble_gatt_release_server_data.str1.1,rodata,15
.rodata.ql_ble_gatt_server_init.str1.1,rodata,62
.rodata.ql_ble_gatt_server_send_event.str1.1,rodata,22
.rodata.ql_ble_gatt_smp_pair_failed_cb.str1.1,rodata,20
.rodata.ql_ble_gatt_smp_pair_success_cb.str1.1,rodata,19
.rodata.ql_ble_get_gatt_chara_by_uuid.str1.1,rodata,48
.rodata.ql_ble_get_gatt_latest_chara.str1.1,rodata,16
.rodata.ql_ble_get_gatt_latest_desc.str1.1,rodata,15
.rodata.ql_ble_send_notification_data.str1.1,rodata,102
.rodata.ql_blt_gatt_server_event_handler.str1.1,rodata,28
.rodata.ql_gatt_get_chara_num.str1.1,rodata,31
.rodata.ql_gatt_packet_chara.str1.1,rodata,21
.rodata.ql_gatt_packet_chara_desc.str1.1,rodata,51
.rodata.ql_gatt_packet_service.str1.1,rodata,15
.rodata.quec_ble_add_gatt_info.str1.1,rodata,18
.rodata.quec_ble_gatt_get_chara.str1.1,rodata,23
.rodata.quec_ble_gatt_send_data.str1.1,rodata,18
.rodata.quec_bt_ble_add_connect_info.str1.1,rodata,13
.rodata.quec_bt_ble_add_connect_info_list.str1.1,rodata,37
.text.ql_bt_inquiry_result_cb,text,168
.text.ql_bt_inquiry_complete_cb,text,84
.text.ql_bt_bond_state_changed_cb,text,88
.text.ql_bt_bond_request_handle_cb,text,108
.text.ql_classic_bt_set_scanmode,text,240
.text.ql_classic_bt_get_scanmode,text,112
.text.ql_bt_ble_set_localname_protocol,text,340
.text.ql_bt_ble_set_localname,text,80
.text.ql_bt_ble_get_localname,text,104
.text.ql_bt_ble_set_addr,text,220
.text.quec_bt_ble_set_addr_unisoc_nv,text,34
.text.ql_classic_bt_get_localaddr,text,68
.text.ql_classic_bt_start_inquiry,text,200
.text.ql_classic_bt_cancel_inquiry,text,168
.text.ql_classic_bt_start_bond,text,172
.text.ql_classic_bt_cancel_bond,text,172
.text.ql_classic_bt_get_bond_info,text,48
.text.ql_classic_bt_remove_typical_bond_device,text,184
.text.ql_classic_bt_remove_all_bond_device,text,264
.text.ql_bt_inquiry_cb_set,text,36
.rodata.CSWTCH.17,rodata,3
.rodata.CSWTCH.18,rodata,3
.rodata.ql_bt_ble_get_localname.str1.1,rodata,20
.rodata.ql_bt_ble_set_addr.str1.1,rodata,89
.rodata.ql_bt_ble_set_localname.str1.1,rodata,22
.rodata.ql_bt_ble_set_localname_protocol.str1.1,rodata,119
.rodata.ql_bt_bond_request_handle_cb.str1.1,rodata,16
.rodata.ql_bt_bond_state_changed_cb.str1.1,rodata,15
.rodata.ql_bt_inquiry_complete_cb.str1.1,rodata,15
.rodata.ql_bt_inquiry_result_cb.str1.1,rodata,16
.rodata.ql_classic_bt_cancel_inquiry.str1.1,rodata,20
.rodata.ql_classic_bt_get_scanmode.str1.1,rodata,25
.rodata.ql_classic_bt_remove_all_bond_device.str1.1,rodata,51
.rodata.ql_classic_bt_set_scanmode.str1.1,rodata,107
.rodata.ql_classic_bt_start_inquiry.str1.1,rodata,15
.text.ql_bt_ble_send_event,text,56
.text.quec_get_bt_power_value,text,36
.text.quec_bt_ble_read_name_and_set,text,88
.text.ql_bt_ble_lock,text,52
.text.ql_bt_ble_unlock,text,12
.text.ql_bt_init,text,132
.text.ql_bt_sys_err_to_ql_error,text,24
.text.ql_bt_sys_abs_err_to_ql_error,text,12
.text.ql_bt_ble_is_inited,text,16
.text.ql_bt_msg_process,text,464
.text.ql_bt_ble_is_using,text,4
.text.quec_bt_revert_mac_addr,text,64
.text.ql_bt_ble_profile_init,text,584
.text.ql_bt_ble_set_role,text,64
.text.ql_bt_ble_clear_role,text,68
.text.ql_bt_ble_check_role,text,56
.text.ql_bt_ble_check_event_cb,text,44
.text.ql_bt_ble_register_event_cb,text,36
.text.ql_bt_ble_get_event_task,text,12
.text.ql_ble_gatt_release,text,88
.text.ql_bt_release,text,44
.text.ql_bt_start,text,184
.text.ql_bt_stop,text,196
.text.ql_bt_get_state,text,88
.text.ql_bt_ble_get_nv_addr,text,184
.text.ql_bt_rssi_filter_set,text,12
.text.ql_bt_rssi_filter_get,text,24
.text.ql_bt_name_filter_set,text,92
.text.ql_bt_name_filter_get,text,64
.text.ql_bt_same_dev_filter_set,text,24
.text.ql_bt_same_dev_filter_get,text,28
.text.ql_bt_power_ctl,text,76
.rodata.CSWTCH.43,rodata,316
.rodata.ql_bt_ble_check_event_cb.str1.1,rodata,25
.rodata.ql_bt_ble_get_nv_addr.str1.1,rodata,78
.rodata.ql_bt_ble_lock.str1.1,rodata,19
.rodata.ql_bt_ble_profile_init.str1.1,rodata,205
.rodata.ql_bt_ble_send_event.str1.1,rodata,28
.rodata.ql_bt_ble_set_role.str1.1,rodata,24
.rodata.ql_bt_br_ble_powerctr_value,rodata,70
.rodata.ql_bt_edr_powerctr_value,rodata,70
.rodata.ql_bt_get_state.str1.1,rodata,18
.rodata.ql_bt_init.str1.1,rodata,52
.rodata.ql_bt_msg_process.str1.1,rodata,48
.rodata.ql_bt_start.str1.1,rodata,29
.rodata.ql_bt_stop.str1.1,rodata,19
.rodata.quec_bt_ble_read_name_and_set.str1.1,rodata,20
.rodata.quec_bt_revert_mac_addr.str1.1,rodata,17
.text.ql_bt_hfp_cmd_response_callback,text,36
.text.quec_bt_hfp_check,text,248
.text.quec_bt_hfp_return,text,80
.text.quec_bt_hfp_answer_reject_call,text,164
.text.quec_bt_hfp_vr_en_disable,text,136
.text.ql_bt_hfp_send_event,text,56
.text.ql_bt_hfp_volume_change_callback,text,196
.text.quec_bt_hfp_send_event,text,104
.text.ql_bt_hfp_codec_type_callback,text,148
.text.ql_bt_hfp_ring_indication_callback,text,120
.text.ql_bt_hfp_network_type_callback,text,104
.text.ql_bt_hfp_network_state_callback,text,104
.text.ql_bt_hfp_network_signal_callback,text,104
.text.ql_bt_hfp_battery_level_callback,text,100
.text.ql_bt_hfp_callheld_callback,text,100
.text.ql_bt_hfp_callsetup_callback,text,160
.text.ql_bt_hfp_call_callback,text,160
.text.ql_bt_hfp_audio_state_callback,text,100
.text.ql_bt_hfp_connection_state_callback,text,192
.text.ql_bt_hfp_connect,text,44
.text.ql_bt_hfp_disconnect,text,44
.text.ql_bt_hfp_set_volume,text,196
.text.ql_bt_hfp_reject_call,text,20
.text.ql_bt_hfp_answer_accept_call,text,20
.text.ql_bt_hfp_answer_reject_call,text,20
.text.ql_bt_hfp_dial,text,156
.text.ql_bt_hfp_redial,text,100
.text.ql_bt_hfp_vr_enable,text,20
.text.ql_bt_hfp_vr_disable,text,20
.text.ql_bt_hfp_ctrl_three_way_call,text,52
.text.ql_bt_hfp_int_cb_init,text,60
.text.ql_bt_hfp_pthread_init,text,32
.text.ql_bt_hfp_init,text,160
.text.ql_bt_hfp_release,text,22
.rodata.ql_bt_hfp_battery_level_callback.str1.1,rodata,15
.rodata.ql_bt_hfp_callsetup_callback.str1.1,rodata,19
.rodata.ql_bt_hfp_cmd_response_callback.str1.1,rodata,16
.rodata.ql_bt_hfp_codec_type_callback.str1.1,rodata,34
.rodata.ql_bt_hfp_connect.str1.1,rodata,9
.rodata.ql_bt_hfp_connection_state_callback.str1.1,rodata,40
.rodata.ql_bt_hfp_ctrl_three_way_call.str1.1,rodata,11
.rodata.ql_bt_hfp_dial.str1.1,rodata,20
.rodata.ql_bt_hfp_disconnect.str1.1,rodata,12
.rodata.ql_bt_hfp_init.str1.1,rodata,62
.rodata.ql_bt_hfp_network_signal_callback.str1.1,rodata,25
.rodata.ql_bt_hfp_network_state_callback.str1.1,rodata,15
.rodata.ql_bt_hfp_redial.str1.1,rodata,7
.rodata.ql_bt_hfp_ring_indication_callback.str1.1,rodata,16
.rodata.ql_bt_hfp_send_event.str1.1,rodata,22
.rodata.ql_bt_hfp_set_volume.str1.1,rodata,67
.rodata.ql_bt_hfp_volume_change_callback.str1.1,rodata,65
.rodata.quec_bt_hfp_answer_reject_call.str1.1,rodata,72
.rodata.quec_bt_hfp_check.str1.1,rodata,94
.rodata.quec_bt_hfp_return.str1.1,rodata,34
.rodata.quec_bt_hfp_vr_en_disable.str1.1,rodata,23
.text.ql_bt_sdp_service_discover_callback,text,508
.text.ql_bt_sdp_init,text,12
.rodata.ql_bt_sdp_service_discover_callback.str1.1,rodata,252
.text.ql_bt_spp_mtu_result_callback,text,44
.text.ql_bt_spp_flowctrl_ind_callback,text,44
.text.ql_bt_spp_resend_callback,text,76
.text.ql_bt_spp_send_event,text,56
.text.ql_bt_spp_data_recv_callback,text,144
.text.quec_bt_spp_send_event,text,64
.text.ql_bt_spp_connection_state_callback,text,144
.text.quec_bt_stack_spp_init,text,12
.text.ql_bt_spp_init,text,188
.text.ql_bt_spp_release,text,44
.text.ql_bt_spp_connect,text,140
.text.ql_bt_spp_disconnect,text,48
.text.ql_bt_spp_data_send,text,212
.rodata.ql_bt_spp_connect.str1.1,rodata,31
.rodata.ql_bt_spp_connection_state_callback.str1.1,rodata,27
.rodata.ql_bt_spp_data_recv_callback.str1.1,rodata,72
.rodata.ql_bt_spp_data_send.str1.1,rodata,72
.rodata.ql_bt_spp_flowctrl_ind_callback.str1.1,rodata,29
.rodata.ql_bt_spp_init.str1.1,rodata,62
.rodata.ql_bt_spp_mtu_result_callback.str1.1,rodata,34
.rodata.ql_bt_spp_resend_callback.str1.1,rodata,20
.rodata.ql_bt_spp_send_event.str1.1,rodata,26
.text.ql_CamPowerOn,text,204
.text.ql_CamPowerOff,text,152
.text.ql_CamClose,text,120
.text.ql_CamPreview,text,184
.text.ql_CamStopPreview,text,188
.text.ql_CamCaptureImage,text,164
.text.ql_CamGetSensorInfo,text,68
.text.ql_CamPreviewDQBUF,text,156
.text.ql_CamPreviewQBUF,text,144
.text.ql_CamInit,text,296
.text.ql_camPrint,text,712
.text.ql_CamSetBufopt,text,120
.text.ql_CamInit0310SPI,text,32
.text.ql_CamI2CRead,text,160
.text.ql_CamI2CWrite,text,156
.rodata.ql_CamCaptureImage.str1.1,rodata,49
.rodata.ql_CamGetSensorInfo.str1.1,rodata,26
.rodata.ql_CamInit.str1.1,rodata,89
.rodata.ql_CamPowerOff.str1.1,rodata,17
.rodata.ql_CamPowerOn.str1.1,rodata,89
.rodata.ql_CamPreview.str1.1,rodata,73
.rodata.ql_CamPreviewDQBUF.str1.1,rodata,26
.rodata.ql_CamStopPreview.str1.1,rodata,86
.rodata.ql_camPrint.str1.1,rodata,94
.text.ql_log_set_port,text,212
.text.ql_quec_trace_enable,text,12
.text.ql_quec_trace_is_enabled,text,16
.text.quec_fs_trace_fname_combination,text,48
.text.quec_fs_trace_path_parm_init,text,68
.text.quec_fs_trace_set_log_size,text,324
.text.ql_set_log_output_port_before_fstrace_init,text,12
.text.ql_fs_trace_init,text,152
.text.ql_log_pcap_get_from_nv,text,36
.text.ql_log_pcap_get,text,24
.text.ql_log_pcap_set,text,52
.text.ql_log_set_trace_max_size,text,44
.text.ql_log_get_trace_max_size,text,28
.text.ql_get_trace_log_size,text,36
.text.ql_log_set_fs_trace_opt,text,80
.text.quec_log_get_fs_trace_opt,text,20
.text.ql_log_get_fs_trace_opt,text,24
.text.quec_log_port_is_sd_or_nand,text,20
.rodata.ql_log_pcap_get_from_nv.str1.1,rodata,30
.rodata.ql_log_set_port.str1.1,rodata,50
.rodata.quec_fs_trace_path_parm_init.str1.1,rodata,17
.rodata.quec_fs_trace_set_log_size.str1.1,rodata,17
.text.ql_datacall_result_handler,text,108
.text.ql_datacall_psm_pdp_linkmode_write,text,108
.text.ql_data_call_ind_cb,text,108
.text.ql_datacall_try_lock,text,20
.text.ql_datacall_unlock,text,16
.text.ql_datacall_check_if_cid_is_used_by_ext_device,text,84
.text.ql_datacall_get_info_from_ext_device,text,336
.text.ql_datacall_ip4_route,text,168
.text.quec_set_datacall_status,text,96
.text.quec_get_datacall_status,text,60
.text.ql_datacall_set_timer_config,text,332
.text.ql_datacall_get_timer_config,text,176
.text.ql_datacall_pdp_deactive_handler,text,40
.text.ql_netif_sema_release_event,text,12
.text.ql_network_register_wait,text,100
.text.ql_datacall_user_apn_clear,text,68
.text.ql_datacall_user_apn_save,text,72
.text.ql_datacall_user_apn_read,text,68
.text.ql_set_data_call_asyn_mode,text,120
.text.ql_get_data_call_info,text,752
.text.ql_datacall_register_cb,text,340
.text.ql_datacall_unregister_cb,text,276
.text.ql_datacall_get_sim_profile_is_active,text,92
.text.ql_bind_sim_and_profile,text,48
.text.ql_datacall_tcpip_app_cb,text,152
.text.ql_get_sim_and_profile,text,56
.text.ql_datacall_set_nat,text,252
.text.ql_datacall_get_nat,text,32
.text.ql_datacall_set_subnet,text,428
.text.ql_datacall_get_subnet,text,216
.text.ql_datacall_set_nat_assign,text,236
.text.ql_datacall_get_nat_assign,text,68
.text.quec_is_assign_port,text,104
.text.quec_is_assign_dns,text,64
.text.ql_nat_get_subnet,text,124
.text.ql_datacall_set_dns_addr,text,600
.text.ql_datacall_get_dns_addr,text,476
.text.ql_datacall_set_default_pdn_cfg,text,684
.text.ql_datacall_get_default_pdn_cfg,text,112
.text.quec_get_default_pdn_info,text,392
.text.quec_check_datacall_param,text,524
.text.ql_datacall_resume_pdp_conf,text,128
.text.ql_get_data_call_conf,text,236
.text.ql_datacall_backup_pdp_conf,text,64
.text.ql_datacall_get_default_pdn_info,text,332
.text.ql_datacall_apn_remap_handler,text,400
.text.ql_datacall_apn_remap_set_handler,text,232
.text.ql_datacall_read_auto_auth_from_nv,text,124
.text.ql_datacall_save_auto_auth_nv,text,124
.text.ql_datacall_set_pdp_auth,text,504
.text.ql_datacall_get_last_auto_auth,text,68
.text.ql_datacall_enable_auto_auth,text,124
.text.ql_datacall_reset_auto_auth_counter,text,60
.text.ql_datacall_retry_auto_auth,text,404
.text.ql_datacall_sendevent,text,104
.text.ql_datacall_rsra_sendevent,text,24
.text.ql_datacall_wait_ip6_prefix,text,160
.text.ql_start_data_call_ex,text,1408
.text.ql_datacall_pdp_active,text,176
.text.ql_datacall_gprs_act_rsp,text,592
.text.ql_datacall_gprs_att_rsp,text,144
.text.ql_start_data_call,text,628
.text.ql_stop_data_call_ex,text,608
.text.ql_stop_data_call,text,492
.text.ql_datacall_psm_wakeup_init,text,272
.text.ql_datacall_msg_process,text,696
.text.ql_datacall_psm_get_pdp_link_mode,text,164
.text.ql_datacall_psm_set_pdp_link_mode,text,36
.text.ql_datacall_cfw_init,text,40
.text.ql_datacall_init,text,56
.rodata.ql_data_call_ind_cb.str1.1,rodata,30
.rodata.ql_datacall_apn_remap_handler.str1.1,rodata,104
.rodata.ql_datacall_apn_remap_set_handler.str1.1,rodata,85
.rodata.ql_datacall_backup_pdp_conf.str1.1,rodata,22
.rodata.ql_datacall_enable_auto_auth.str1.1,rodata,18
.rodata.ql_datacall_get_info_from_ext_device.str1.1,rodata,66
.rodata.ql_datacall_get_sim_profile_is_active.str1.1,rodata,56
.rodata.ql_datacall_get_subnet.str1.1,rodata,18
.rodata.ql_datacall_get_timer_config.str1.1,rodata,44
.rodata.ql_datacall_gprs_act_rsp.str1.1,rodata,157
.rodata.ql_datacall_gprs_att_rsp.str1.1,rodata,50
.rodata.ql_datacall_init.str1.1,rodata,11
.rodata.ql_datacall_msg_process.str1.1,rodata,45
.rodata.ql_datacall_psm_get_pdp_link_mode.str1.1,rodata,15
.rodata.ql_datacall_psm_wakeup_init.str1.1,rodata,151
.rodata.ql_datacall_read_auto_auth_from_nv.str1.1,rodata,51
.rodata.ql_datacall_register_cb.str1.1,rodata,68
.rodata.ql_datacall_result_handler.str1.1,rodata,38
.rodata.ql_datacall_resume_pdp_conf.str1.1,rodata,27
.rodata.ql_datacall_retry_auto_auth.str1.1,rodata,80
.rodata.ql_datacall_save_auto_auth_nv.str1.1,rodata,16
.rodata.ql_datacall_sendevent.str1.1,rodata,21
.rodata.ql_datacall_set_default_pdn_cfg.str1.1,rodata,81
.rodata.ql_datacall_set_dns_addr.str1.1,rodata,34
.rodata.ql_datacall_set_nat.str1.1,rodata,87
.rodata.ql_datacall_set_nat_assign.str1.1,rodata,69
.rodata.ql_datacall_set_subnet.str1.1,rodata,156
.rodata.ql_datacall_set_timer_config.str1.1,rodata,120
.rodata.ql_datacall_tcpip_app_cb.str1.1,rodata,30
.rodata.ql_datacall_wait_ip6_prefix.str1.1,rodata,53
.rodata.ql_get_data_call_conf.str1.1,rodata,1
.rodata.ql_get_data_call_info.str1.1,rodata,177
.rodata.ql_set_data_call_asyn_mode.str1.1,rodata,54
.rodata.ql_start_data_call.str1.1,rodata,193
.rodata.ql_start_data_call_ex.str1.1,rodata,445
.rodata.ql_stop_data_call_ex.str1.1,rodata,118
.rodata.quec_check_datacall_param.str1.1,rodata,217
.rodata.quec_get_default_pdn_info.str1.1,rodata,58
.rodata.quec_get_qiact_info.str1.1,rodata,39
.rodata.quec_set_datacall_status.str1.1,rodata,41
.text.ql_cfunSetCommRsp,text,20
.text.ql_dev_get_imei,text,76
.text.ql_dev_get_firmware_version,text,44
.text.ql_dev_get_firmware_subversion,text,44
.text.ql_dev_get_cp_version,text,108
.text.ql_dev_get_model,text,44
.text.ql_dev_get_sn,text,68
.text.ql_dev_get_modem_fun,text,80
.text.ql_cfun_comm_set,text,220
.text.quec_notify_sim_detect,text,272
.text.ql_dev_set_modem_fun,text,316
.text.ql_dev_get_product_id,text,44
.text.ql_dev_check_property,text,60
.text.ql_dev_get_cpu_uid,text,100
.text.ql_dev_get_temp_value,text,76
.text.ql_dev_cfg_wdt,text,64
.text.ql_dev_feed_wdt,text,14
.text.ql_dev_get_wdt_cfg,text,16
.text.ql_dev_memory_state,text,8
.text.ql_dev_memory_size_query,text,52
.text.ql_get_authorization,text,76
.text.ql_dev_get_secure_boot_enable_state,text,32
.text.ql_dev_enable_secure_boot_ex,text,100
.text.ql_dev_enable_secure_boot,text,6
.text.ql_dev_set_datatransmit_feed_wdt,text,32
.text.ql_dev_get_datatransmit_feed_wdt,text,12
.text.ql_dev_get_mac_address,text,72
.text.ql_dev_config_dump,text,176
.text.ql_dev_get_dump_info,text,120
.text.ql_dev_get_sys_srand,text,4
.rodata.ql_cfun_comm_set.str1.1,rodata,18
.rodata.ql_dev_check_property.str1.1,rodata,27
.rodata.ql_dev_config_dump.str1.1,rodata,21
.rodata.ql_dev_enable_secure_boot_ex.str1.1,rodata,46
.rodata.ql_dev_get_cp_version.str1.1,rodata,34
.rodata.ql_dev_get_cpu_uid.str1.1,rodata,26
.rodata.ql_dev_get_mac_address.str1.1,rodata,22
.rodata.ql_dev_set_modem_fun.str1.1,rodata,44
.rodata.ql_get_authorization.str1.1,rodata,23
.rodata.quec_notify_sim_detect.str1.1,rodata,117
.text.quec_fill_fota_cfg_parm.part.0,text,128
.text.ql_fota_pack_name_convert_fs,text,92
.text.ql_fs_convert_fota_pack_name,text,248
.text.ql_fota_cfg_PackFileName_verify,text,116
.text.ql_fota_get_pack_name,text,144
.text.ql_fota_file_reset,text,188
.text.ql_fota_fs_size_judge,text,168
.text.quec_get_fota_storage_size,text,968
.text.quec_check_fota_storage_size,text,256
.text.ql_fota_image_verify,text,628
.text.ql_fota_image_verify_without_setflag,text,348
.text.ql_fota_get_result,text,152
.rodata.ql_fota_cfg_PackFileName_verify.str1.1,rodata,69
.rodata.ql_fota_file_reset.str1.1,rodata,57
.rodata.ql_fota_fs_size_judge.str1.1,rodata,113
.rodata.ql_fota_get_pack_name.str1.1,rodata,90
.rodata.ql_fota_get_result.str1.1,rodata,41
.rodata.ql_fota_image_verify.str1.1,rodata,174
.rodata.ql_fota_image_verify_without_setflag.str1.1,rodata,25
.rodata.ql_fota_pack_name_convert_fs.str1.1,rodata,46
.rodata.ql_fs_convert_fota_pack_name.str1.1,rodata,144
.rodata.quec_check_fota_storage_size.str1.1,rodata,69
.rodata.quec_fill_fota_cfg_parm.part.0.str1.1,rodata,30
.rodata.quec_get_fota_storage_size.str1.1,rodata,166
.text.ql_file_feed_dog_callback,text,4
.text.ql_fs_get_size,text,372
.text.ql_file_timer_start,text,136
.text.ql_file_timer_stop,text,56
.text.ql_fclose,text,188
.text.ql_remove,text,212
.text.ql_fread,text,204
.text.ql_nvm_fwrite,text,212
.text.ql_nvm_fread,text,212
.text.ql_cust_nvm_fwrite,text,72
.text.ql_cust_nvm_fread,text,72
.text.ql_fac_cust_nvm_fwrite_internal,text,112
.text.ql_fac_cust_nvm_fread_internal,text,112
.text.ql_fac_cust_nvm_fread,text,240
.text.ql_sfs_setkey,text,4
.text.ql_fseek,text,180
.text.ql_ftell,text,80
.text.ql_fstat,text,136
.text.ql_stat,text,160
.text.ql_fsize,text,100
.text.ql_file_exist,text,96
.text.ql_frewind,text,80
.text.ql_ftruncate,text,136
.text.ql_truncate,text,156
.text.ql_mkdir,text,184
.text.ql_opendir,text,108
.text.ql_closedir,text,88
.text.ql_readdir,text,100
.text.ql_telldir,text,76
.text.ql_seekdir,text,120
.text.ql_rewinddir,text,76
.text.ql_rmdir,text,140
.text.ql_rmdir_ex,text,444
.text.ql_rename,text,176
.text.ql_fs_free_size,text,8
.text.ql_fopen_ex,text,564
.text.ql_fopen,text,6
.text.ql_open_ex,text,516
